============= Dilithium-III
[0m[1;31m     LWE instance generation    [0m
n=1280	m=1536	q=8380417
dim = 2654, m = 1373, dvol = 19371.02384334926, β = 623.6116
Generate gs-lengths by GSA assumption...enumbs min_G_prec = 0.001
 Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
v1. beta_start= 50, gap = 1, J = 100, J_gap = 3, cost_model = 1, max_loop = 1, threads = 60, G_prec = 1.000000e-03,  slope_prec = 1.000000e-04,  progressive_sieve = True, worst_case = 0, succ_prob = 0.999, Find minimal time cost strategy, average_case, theo_pnjbkz_d4f = 2, theo_pump_d4f = 2, list_decoding = `matzov22`. 
 index:        2, (  57,   4): (  50, 100) --> (1499,   1), goal index:     1363, cost = 
 index:     1699, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3092, cost = 
 index:     1700, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3108, cost = 
 index:     1701, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3111, cost = 
 index:     1702, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3104, cost = 
 index:     1703, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3104, cost = 
 index:     1704, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3096, cost = 
 index:     1705, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3079, cost = 
 index:     1706, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3101, cost = 
 index:     1707, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3089, cost = 
 index:     1708, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3091, cost = 
 index:     1709, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3107, cost = 
 index:     1710, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3102, cost = 
 index:     1711, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3115, cost = 
 index:     1712, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3120, cost = 
 index:     1713, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3124, cost = 
 index:     1714, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3108, cost = 
 index:     1715, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3121, cost = 
 index:     1716, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3124, cost = 
 index:     1717, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3127, cost = 
 index:     1718, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3112, cost = 
 index:     1719, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3126, cost = 
 index:     1720, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3128, cost = 
 index:     1721, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3131, cost = 
 index:     1722, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3116, cost = 
 index:     1723, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3131, cost = 
 index:     1724, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3132, cost = 
 index:     1725, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3135, cost = 
 index:     1726, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3119, cost = 
 index:     1727, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3100, cost = 
 index:     1728, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3122, cost = 
 index:     1729, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3107, cost = 
 index:     1730, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3108, cost = 
 index:     1731, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3126, cost = 
 index:     1732, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3122, cost = 
 index:     1733, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3136, cost = 
 index:     1734, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3138, cost = 
 index:     1735, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3143, cost = 
 index:     1736, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3128, cost = 
 index:     1737, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3142, cost = 
 index:     1738, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3142, cost = 
 index:     1739, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3146, cost = 
 index:     1740, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3132, cost = 
 index:     1741, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3147, cost = 
 index:     1742, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3146, cost = 
 index:     1743, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3150, cost = 
 index:     1744, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3136, cost = 
 index:     1745, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3151, cost = 
 index:     1746, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3149, cost = 
 index:     1747, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3153, cost = 
 index:     1748, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3121, cost = 
 index:     1749, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3143, cost = 
 index:     1750, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3127, cost = 
 index:     1751, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3125, cost = 
 index:     1752, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3142, cost = 
 index:     1753, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3141, cost = 
 index:     1754, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3157, cost = 
 index:     1755, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3154, cost = 
 index:     1756, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3158, cost = 
 index:     1757, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3146, cost = 
 index:     1758, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3162, cost = 
 index:     1759, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3158, cost = 
 index:     1760, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3161, cost = 
 index:     1761, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3149, cost = 
 index:     1762, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3165, cost = 
 index:     1763, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3161, cost = 
 index:     1764, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3164, cost = 
 index:     1765, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3152, cost = 
 index:     1766, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3168, cost = 
 index:     1767, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3164, cost = 
 index:     1768, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3167, cost = 
 index:     1769, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3137, cost = 
 index:     1770, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3145, cost = 
 index:     1771, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3143, cost = 
 index:     1772, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3157, cost = 
 index:     1773, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3156, cost = 
 index:     1774, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3172, cost = 
 index:     1775, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3176, cost = 
 index:     1776, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3161, cost = 
 index:     1777, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3176, cost = 
 index:     1778, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3179, cost = 
 index:     1779, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3164, cost = 
 index:     1780, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3179, cost = 
 index:     1781, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3182, cost = 
 index:     1782, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3167, cost = 
 index:     1783, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3182, cost = 
 index:     1784, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3185, cost = 
 index:     1785, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3152, cost = 
 index:     1786, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3159, cost = 
 index:     1787, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3172, cost = 
 index:     1788, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3171, cost = 
 index:     1789, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3187, cost = 
 index:     1790, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3191, cost = 
 index:     1791, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3176, cost = 
 index:     1792, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3191, cost = 
 index:     1793, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3194, cost = 
 index:     1794, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3179, cost = 
 index:     1795, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3194, cost = 
 index:     1796, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3197, cost = 
 index:     1797, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3182, cost = 
 index:     1798, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3197, cost = 
 index:     1799, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3200, cost = 
 index:     1800, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3167, cost = 
 index:     1801, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3175, cost = 
 index:     1802, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3187, cost = 
 index:     1803, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3186, cost = 
 index:     1804, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3202, cost = 
 index:     1805, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3206, cost = 
 index:     1806, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3191, cost = 
 index:     1807, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3206, cost = 
 index:     1808, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3209, cost = 
 index:     1809, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3194, cost = 
 index:     1810, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3209, cost = 
 index:     1811, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3212, cost = 
 index:     1812, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3197, cost = 
 index:     1813, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3212, cost = 
 index:     1814, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3215, cost = 
 index:     1815, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3182, cost = 
 index:     1816, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3190, cost = 
 index:     1817, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3202, cost = 
 index:     1818, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3200, cost = 
 index:     1819, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3216, cost = 
 index:     1820, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3220, cost = 
 index:     1821, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3204, cost = 
 index:     1822, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3220, cost = 
 index:     1823, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3223, cost = 
 index:     1824, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3207, cost = 
 index:     1825, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3223, cost = 
 index:     1826, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3226, cost = 
 index:     1827, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3210, cost = 
 index:     1828, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3226, cost = 
 index:     1829, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3229, cost = 
 index:     1830, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3197, cost = 
 index:     1831, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3206, cost = 
 index:     1832, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3217, cost = 
 index:     1833, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3215, cost = 
 index:     1834, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3231, cost = 
 index:     1835, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3235, cost = 
 index:     1836, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3219, cost = 
 index:     1837, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3235, cost = 
 index:     1838, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3238, cost = 
 index:     1839, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3222, cost = 
 index:     1840, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3238, cost = 
 index:     1841, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3241, cost = 
 index:     1842, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3225, cost = 
 index:     1843, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3241, cost = 
 index:     1844, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3244, cost = 
 index:     1845, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3212, cost = 
 index:     1846, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3221, cost = 
 index:     1847, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3232, cost = 
 index:     1848, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3231, cost = 
 index:     1849, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3246, cost = 
 index:     1850, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3250, cost = 
 index:     1851, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3235, cost = 
 index:     1852, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3250, cost = 
 index:     1853, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3253, cost = 
 index:     1854, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3238, cost = 
 index:     1855, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3253, cost = 
 index:     1856, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3256, cost = 
 index:     1857, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3241, cost = 
 index:     1858, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3257, cost = 
 index:     1859, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3259, cost = 
 index:     1860, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3227, cost = 
 index:     1861, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3236, cost = 
 index:     1862, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3247, cost = 
 index:     1863, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3246, cost = 
 index:     1864, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3261, cost = 
 index:     1865, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3264, cost = 
 index:     1866, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3249, cost = 
 index:     1867, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3265, cost = 
 index:     1868, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3267, cost = 
 index:     1869, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3252, cost = 
 index:     1870, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3269, cost = 
 index:     1871, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3270, cost = 
 index:     1872, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3254, cost = 
 index:     1873, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3271, cost = 
 index:     1874, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3274, cost = 
 index:     1875, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3242, cost = 
 index:     1876, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3251, cost = 
 index:     1877, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3261, cost = 
 index:     1878, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3259, cost = 
 index:     1879, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3275, cost = 
 index:     1880, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3279, cost = 
 index:     1881, (  66,   4): (  59, 100) --> (1499,   1), goal index:     3263, cost = 
